id	group	file
E51	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
E52	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
E100	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
E148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
E152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
F141	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
F142	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
F143	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
F144	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
F145	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
F51	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
F52	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
F100	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
F148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
F152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
G141	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
G142	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
G143	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
G144	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
G145	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
G51	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
G52	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
G100	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
G148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
G152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
H141	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
H142	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
H143	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
H144	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
H145	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
H51	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
H52	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
H100	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
H148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
H152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
I141	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
I142	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
I143	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
I144	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
I145	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
I51	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
I52	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
I100	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
I148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
I152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
J141	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
J142	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
J143	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
J144	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
J145	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
J51	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
J52	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
J100	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
J148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
J152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
