id	group	file
C152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
D141	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
D142	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
D143	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
D144	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
D145	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
D51	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
D52	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
D100	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
D148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
D152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
E141	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
E142	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
E143	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
E144	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
E145	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
E51	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
E52	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
E100	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
E148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
E152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
F141	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
F142	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
F143	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
F144	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
F145	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
F51	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
F52	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
F100	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
F148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
F152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
G141	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
G142	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
G143	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
G144	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
G145	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
G51	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
G52	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
G100	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
G148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
G152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
H141	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
H142	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
H143	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
H144	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
H145	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
H51	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
H52	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
H100	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
H148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
H152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
I141	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
I142	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
I143	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
I144	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
I145	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
I51	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
I52	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
I100	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
I148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
I152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
J141	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
J142	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
J143	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
J144	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
J145	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
J51	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
J52	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
J100	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
J148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
J152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
K141	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
K142	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
K143	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
K144	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
K145	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
K51	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
K52	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
K100	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
K148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
K152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
L141	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
L142	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
L143	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
L144	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
L145	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
L51	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
L52	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
L100	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
L148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
L152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
M141	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
M142	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
M143	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
M144	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
M145	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
M51	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
M52	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
M100	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
M148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
M152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
N141	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
N142	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
N143	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
N144	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
N145	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
N51	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
N52	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
N100	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
N148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
N152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
O141	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
O142	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
O143	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
O144	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
O145	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
O51	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
O52	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
O100	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
O148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
O152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
P141	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
P142	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
P143	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
P144	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
P145	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
P51	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
P52	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
P100	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
P148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
P152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
Q141	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
Q142	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
Q143	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
Q144	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
Q145	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
Q51	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
Q52	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
Q100	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
Q148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
Q152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
R141	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
R142	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
R143	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
R144	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
R145	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
R51	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
R52	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
R100	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
R148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
