id	group	file
C152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
D141	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
D142	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
D143	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
D144	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
D145	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
D51	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
D52	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
D100	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
D148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
D152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
E141	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
E142	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
E143	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
E144	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
E145	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
E51	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
E52	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
E100	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
E148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
E152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
F141	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339769_C141_filtered_feature_bc_matrix.h5
F142	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339770_C142_filtered_feature_bc_matrix.h5
F143	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339771_C143_filtered_feature_bc_matrix.h5
F144	M	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339772_C144_filtered_feature_bc_matrix.h5
F145	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4339773_C145_filtered_feature_bc_matrix.h5
F51	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475048_C51_filtered_feature_bc_matrix.h5
F52	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475049_C52_filtered_feature_bc_matrix.h5
F100	C	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475050_C100_filtered_feature_bc_matrix.h5
F148	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475051_C148_filtered_feature_bc_matrix.h5
F152	S	/apps/COMPSs/PerMedCoE/resources/covid-19-workflow/Resources/data/GSE145926_covid19/GSM4475053_C152_filtered_feature_bc_matrix.h5
